,0
0,14.0
1,14.0
2,14.0
3,14.0
4,14.0
5,14.0
6,14.0
7,14.0
8,14.0
9,14.0
10,14.0
11,14.0
12,14.0
13,14.0
14,14.0
15,14.0
16,14.0
17,14.0
18,14.0
19,14.0
20,14.0
21,14.0
22,14.0
23,14.0
24,14.0
25,14.0
26,14.0
27,14.0
28,14.0
29,14.0
30,14.0
31,14.0
32,14.0
33,14.0
34,14.0
35,14.0
36,14.0
37,14.0
38,14.0
39,14.0
40,14.0
41,14.0
42,14.0
43,14.0
44,14.0
45,14.0
46,14.0
47,14.0
48,14.0
49,14.0
50,14.0
51,14.0
52,14.0
53,14.0
54,14.0
55,14.0
56,14.0
57,14.0
58,14.0
59,14.0
60,14.0
61,14.0
62,14.0
63,14.0
64,14.0
65,8.000000000000156
66,1.0000000000001563
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
